FREQ;GEO;UNIT;OBJECTIV\TIME_PERIOD,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 
A;IE;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,2.9 ,9.8 ,5.6 ,7.9 ,7.7 ,116 ,211.8 ,162.3 ,78 ,100.8 ,161.4 ,283.8 ,282.3 ,167.1 ,354.3 
A;LT;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,1.6 ,2.9 ,4 ,6 ,6 ,7 ,9.1 ,10.6 ,12.7 ,15.6 ,17.8 ,12.8 ,28.9 
A;LU;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.3 ,0.8 ,0.9 ,1.9 ,0.7 ,1.2 ,2.2 ,0 ,0 ,0 
A;MT;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.2 ,0 ,0 ,0 ,6.2 ,6.6 ,0 ,4.3 ,0.6 ,3.2 ,2.8 
A;NL;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0.1 ,45.2 ,40 ,45.4 ,0 ,0 ,0 ,0 ,0 ,1.9 ,0.2 ,0.3 ,0.2 
A;PL;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,101 ,304.8 ,418.1 ,483.1 ,747.2 ,627.6 ,720.7 ,669.7 ,713.7 ,773.8 ,724.6 ,695.4 ,680.8 ,747 
A;PT;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.3 ,26.5 ,43.4 ,43 ,22.2 ,14.2 ,13.5 ,0.8 
A;RO;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.1 ,0.2 ,0 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,4.6 ,4.9 ,3 ,2.2 ,1.6 ,1.5 ,1.3 ,0.7 ,0.1 ,0.2 ,0 ,6.3 ,6.7 
A;SI;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.3 ,1.4 ,12.5 ,17.5 ,13.4 ,79.5 ,96.9 ,109.7 ,89.2 ,89.8 ,98.5 
A;SK;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,0 ,0 ,0.9 ,1.4 ,4.1 ,0.7 ,0.1 ,0 ,0.1 ,0.2 ,1.1 ,1.4 ,0.5 ,0.5 ,0.6 
A;UK;MEUR_KP_PRE;OBJ05,0 ,0 ,0 ,4.2 ,5.9 ,17.3 ,21.3 ,17 ,2.4 ,10.6 ,17.3 ,7.9 ,4.9 ,25.9 ,69.4 ,20.5 ,10 ,12.8 
A;AT;MEUR_KP_PRE;OBJ06,0 ,0 ,47 ,31.3 ,4 ,36 ,37 ,5.3 ,16.2 ,25.5 ,30.3 ,28.6 ,28.2 ,26.7 ,26 ,5 ,12.7 ,10.6 
A;BE;MEUR_KP_PRE;OBJ06,0 ,0 ,22.8 ,11.5 ,43.1 ,40.6 ,21.5 ,23.6 ,44.7 ,58.1 ,41.3 ,48.2 ,37.2 ,44.4 ,30.6 ,31.9 ,46.6 ,45.3 
A;BG;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.6 ,0.1 ,0.1 ,0.9 ,0.1 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.7 ,7.6 ,7.7 ,10.7 ,17.5 ,19.3 ,13.5 ,8.4 ,6.8 ,0.4 ,0.3 
A;CZ;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.3 ,3.7 ,10.5 ,12.2 ,6.1 ,6 ,1.8 ,2.7 ,0.5 ,0.4 ,1.1 
A;DE;MEUR_KP_PRE;OBJ06,7.1 ,17.2 ,36.5 ,45.7 ,65.1 ,61.2 ,62.7 ,79.9 ,66.6 ,104.9 ,130.2 ,156.1 ,170.2 ,156.6 ,155.7 ,115.1 ,64.2 ,61.9 
A;DK;MEUR_KP_PRE;OBJ06,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0.2 ,3.4 ,7.2 ,4.7 ,8.1 ,4.7 ,2.5 ,2.4 ,10.3 ,3.3 ,2.7 
A;EE;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0.3 ,0.8 ,1 ,0.7 ,0.1 ,0 ,0 ,0 ,0 ,0 ,0.9 ,0 ,0 
A;EL;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.1 ,1.1 ,0.3 ,0 ,0 ,0 ,0 ,0.2 ,0.2 ,0 ,0 
A;ES;MEUR_KP_PRE;OBJ06,0 ,215.5 ,200.2 ,126.3 ,24.1 ,34.5 ,63.8 ,39.6 ,59.5 ,108.2 ,52.3 ,42.9 ,3.9 ,5.5 ,3.4 ,6.2 ,5.9 ,6.7 
A;EU28;MEUR_KP_PRE;OBJ06,7.1 ,365 ,475.3 ,559 ,795.9 ,526.4 ,638.8 ,563.6 ,805.2 ,863.4 ,722.4 ,817.4 ,1022.2 ,746.9 ,556.6 ,750.7 ,471.4 ,522.2 
A;FI;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.3 ,10.3 ,15.1 ,26.1 ,28.7 ,7.4 ,7.7 ,6.5 ,3.8 ,2.7 ,3 
A;FR;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0.7 ,8.1 ,0 ,0 ,50.1 ,7.1 ,42 ,7.9 ,23.2 ,7.8 ,9.9 ,12 ,89.5 ,41.7 ,27.7 
A;HR;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26.8 ,22.3 ,23.3 
A;HU;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0.4 ,0 ,0 ,26.4 ,56.5 ,30 ,28.5 ,30.2 ,10.2 ,2.5 ,11.2 ,7 ,6.2 ,8.9 
A;IE;MEUR_KP_PRE;OBJ06,0 ,0 ,0.2 ,0.8 ,5.5 ,8.1 ,17.9 ,28.6 ,43.6 ,35 ,34.8 ,29 ,26.3 ,24.2 ,27.7 ,30.6 ,30.5 ,37.2 
A;IT;MEUR_KP_PRE;OBJ06,0 ,119.5 ,107.9 ,192.3 ,358.8 ,179.4 ,231.8 ,126.6 ,374.1 ,255.1 ,175.5 ,204 ,539.2 ,254.4 ,91.6 ,234 ,179.6 ,140.8 
A;LT;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0.1 ,3 ,14.1 ,16.5 ,0.9 ,0 ,0 ,2.1 ,1.3 ,0.9 ,0.7 ,0.6 ,3.8 
A;LU;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.5 ,0.8 ,0 ,0 ,0 ,0 ,0 ,8.1 ,5.9 ,1.9 ,3.1 
A;MT;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0.2 ,1.4 ,0.5 ,0.9 ,1.9 ,3.3 ,3.1 ,1 ,0 ,1.3 ,0 ,0.5 
A;NL;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0.6 ,0.1 ,0 ,1 ,0.5 ,0.8 ,2.4 ,0.4 ,4.4 ,3.1 ,2 ,4.1 ,83.1 
A;PL;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,2.5 ,22.1 ,54.5 ,60.2 ,21.1 ,94.6 ,53.9 ,103.8 ,72.6 ,75.2 ,19.3 ,0 ,0.1 ,0.2 
A;PT;MEUR_KP_PRE;OBJ06,0 ,0 ,12.3 ,24.4 ,79.1 ,26.5 ,8.1 ,13.2 ,9.1 ,8.3 ,6.8 ,6 ,11.2 ,2.8 ,2.8 ,0.7 ,1.3 ,1.2 
A;RO;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.6 ,0 ,0 ,0.5 ,0.6 ,0.1 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ06,0 ,0 ,3.1 ,2.8 ,0 ,0 ,0 ,0 ,0.3 ,0.8 ,16.8 ,21.6 ,25.7 ,19.1 ,11.6 ,1.3 ,4.3 ,2 
A;SI;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0.7 ,3.4 ,0.6 ,0.3 ,0.6 ,0.1 ,4.3 ,2.8 ,2 ,0.8 ,0.1 ,0.7 
A;SK;MEUR_KP_PRE;OBJ06,0 ,0 ,0 ,0 ,0 ,0 ,0.2 ,0.3 ,0.4 ,8 ,14.6 ,1.2 ,3.9 ,1.6 ,0.5 ,5.2 ,5 ,3.3 
A;UK;MEUR_KP_PRE;OBJ06,0 ,8.8 ,45.3 ,123.2 ,205.3 ,117.2 ,136.5 ,66.3 ,59 ,49.4 ,71.7 ,55.8 ,38 ,89 ,129.9 ,164.3 ,37.4 ,54.9 
A;AT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EU28;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FI;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FR;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HR;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LU;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;MT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NL;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PL;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PT;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;RO;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SI;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SK;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;UK;MEUR_KP_PRE;OBJ07,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;AT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DK;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EL;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ES;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;EU28;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FI;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;FR;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HR;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;HU;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;IT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LU;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;MT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NL;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PL;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;PT;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;RO;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SE;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SI;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;SK;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;UK;MEUR_KP_PRE;OBJ08,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;AT;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,16.4 ,19 ,56.8 ,65.1 ,69.8 
A;BE;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,293.4 ,372.6 ,411.7 ,462.9 
A;BG;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.3 ,1.5 ,0.5 
A;CY;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.2 ,11.5 ,22.6 ,78.9 
A;DE;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,42.9 ,664.7 ,674.5 ,457.6 
A;DK;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19.5 ,27.4 ,30 
A;EE;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.3 ,1.5 ,33.9 
A;EL;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.6 
A;ES;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.5 ,84.6 ,99.9 ,135.8 
A;EU28;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125.3 ,1.8 ,0.1 ,16.6 ,422.7 ,1688.4 ,2799.9 ,3577.1 
A;FI;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.1 ,0.2 ,0 ,23.2 ,29.1 ,40 
A;FR;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,244.4 ,551.6 ,738.6 
A;HR;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12.7 ,11.8 ,56 
A;HU;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12.8 ,324.1 ,613.7 
A;IE;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14.7 ,28.3 ,27 
A;IT;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15.5 ,21.1 ,94.8 ,62.9 
A;LT;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,16.6 ,175.8 ,194.2 
A;LU;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;LV;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.3 ,1.9 ,7 
A;MT;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,17.6 ,5.3 ,7.3 
A;NL;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.6 ,40.6 ,64.9 ,82.3 
A;PL;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125.3 ,1.8 ,0 ,0 ,30.8 ,0.8 ,67.6 ,310.2 
A;PT;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.3 
A;RO;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.6 ,6.1 
A;SE;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,47.5 ,51.6 
A;SI;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.3 ,3.3 
A;SK;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.2 ,2.7 ,4.8 ,10.4 
A;UK;MEUR_KP_PRE;OBJ09,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7.5 ,69.8 ,82 ,96.2 
A;AT;MEUR_KP_PRE;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BE;MEUR_KP_PRE;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;BG;MEUR_KP_PRE;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CY;MEUR_KP_PRE;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;CZ;MEUR_KP_PRE;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;DE;MEUR_KP_PRE;OBJ10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
